Passenger Name,Review Date,Airline Name,Airline Average Rating,Cabin Flown,Passenger Overall Rating,Overall Value for Money,Seat and Cabin Space,Customer Service,In Flight Entertainment,Baggage Handling,Check-in Process,Meals and Beverages,Recommend Airline,Passenger Review Text
Jennifer,"March 9, 2023",Breeze Airways,1.1,Flew Business Class,1.0,1,4,1,0,1,,3,No,"WORST EXPERIENCE EVER!!!!  I paid for the ‘Nicer’ Ticket which allows for a personal item/carry-on/and checked bag and was seated in their ‘extra legroom’ section at the front of the plane. While our flight was almost 2 hours late on arrival.  There was an electronic issue air bridge at both locations causing additional delays.  After waiting almost an hour we discovered our bags were sent to SNA instead of XNA. As we all proceeded to the gate agent we were asked to write our name and email on a scrap piece of paper.  We woke up to emails with a bag claim number and a phone number we could text for updates.  The website has no customer service number and you can ONLY contact Breeze via email, text, or Facebook Messenger.  I FINALLY received a response. They told me they were aware of the issue and doing their best.  Compensation is considered from non-home airport arrivals and I needed to upload detailed receipts to a link provided.  I am not at my Home Airport and may still have no idea when i’ll receive my bags."
Sean,"January 6, 2023",Breeze Airways,1.1,Flew Premium Economy Class,1.0,1,1,1,0,1,1,1,No,"Terrible airline. Deceptive practices. They claim you can cancel your flight “without penalty” but then they will only give you future flight credits. When you purchase tickets, they make it seem as though the flight is non-stop. After you get the tickets, you find out there is a “breezeway”/layover. During that layover, they lost our luggage, which we didn’t get back for 2 days. They offered no compensation. Then, they cancelled our return flight the morning of, forcing us to get tickets through another airline. As a refund, they gave us future flight credit. Why would we ever want to fly with this airline again? The credit is a penalty. It guess it’s ok if you want to be stranded somewhere without your luggage. Of course, the only way to communicate with them is via text, whenever they feel like replying to it. It’s the worst airline I’ve every flown with."
Gnd,"June 21, 2022",Breeze Airways,1.1,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"Just had the worst customer service experience of my life with Breeze Airways. Two days before my flight was scheduled to depart, they emailed me with a notification that my flight had been cancelled. No opportunity for recourse, no phone number on their website, and no response for almost 24 hours to the emails, sms messages, and messenger app messages I sent. Even worse, if and when they do finally respond to you, it turns out that they won’t even help you rebook a comparable flight. It’s basically, “Sorry, you’re shit out of luck.”"
Sharon,"August 31, 2023",British Airways,4.8,Flew Economy Class,1.0,0,0,0,0,,,0,No,"BA has gone to the dogs. It used to be an airline of choice. Not now. In the last 12 weeks, 4 international return flights 3 have been disrupted, 3 cancelled or missed connections as a result of delays. The last of which involved 2 cancelled flights, resulting in a night in Gatwick on the way AND the way back. On the return cancellation after sitting on the tarmac for 3hrs, BA refused to facilitate hotel rooms and told the plane load of passengers that everyone was on their own, both in rebooking alternatives, and in finding accommodation. I have never been treated so badly, this at a time when the delay cost me the ability to see my mother before she died. Avoid at all costs if possible."
GORDON,"August 31, 2023",British Airways,4.8,Flew Economy Class,1.0,1,1,1,3,1,1,3,No,"flight from US city to Heathrow T5 for transit to Naples; Milan to T5 and back to US city.  BA website for online check-in not working as per standard SOP for many airlines. Fee required to select seats. Aerobridges must hate BA planes.  Besides the US city, none worked in Europe or BA went cheap. Seat planning is atrocious. Was seated with anti-social parents with kids at my front and back on return. Hellish flight, hardly got sleep and attendants did nothing to curb noise levels from this family.  Would not select BA again."
Ken,"August 9, 2023",British Airways,4.8,Flew Business Class,3.0,2,3,2,1,4,2,1,No,"Poor customer experience in Club Europe – no priority boarding, poor food quality and they said that they didn’t have Champagne (as advertised) due to “supply issues”."
Andrew,"August 9, 2023",British Airways,4.8,Flew Economy Class,1.0,1,0,1,0,,,0,No,"My flight with BA from Gibraltar to LHR was cancelled several hours prior to departure. I had a connecting flight booked from LHR to Vancouver the following day, so it was imperative that I got to London. I checked the BA website and couldn’t find any other flights with them that would work, so unfortunately I made the mistake of requesting a refund. I managed to find a flight out of Malaga that got me into London just after 10:00 p.m. so I booked that and then called British Airways as I wanted to discuss compensation. That’s when they advised me that because I had “abandoned” travel with them, they were not prepared to do anything for me. Apparently, I should have called them first, and then they would have made the arrangements. Of course they don’t explain that on their website – they just ask if you want a refund and then proceed. When I plead my case with the agent at Malaga airport and then followed up with Customer Relations several times via email, they flat out refused to budge. I ended up incurring costs of £700 in airfare, hotel, and meals. This airline has definitely gone downhill."
Alison,"August 9, 2023",British Airways,4.8,Flew Economy Class,1.0,0,0,0,0,,,0,No,Dreadful airline that has got worse over the years. Oversells its seats and has no one to deal with this. Loses baggage. Has no hot drinks nor sandwiches on short flights. Unlikely to ever use again.
Saeed,"July 4, 2023",British Airways,4.8,Flew Economy Class,1.0,1,0,1,0,,,0,No,My flight on British Airways BA0106 flight got delayed and then my connection got cancelled.
Paul,"July 4, 2023",British Airways,4.8,Flew Economy Class,1.0,1,0,4,0,,,0,No,"Years ago I swore to never fly British Airways again due to their shocking service, attitude and flight cancellations. I decided to recently give them another go for a flight from Nice to London 11.50am arriving 12.40pm so I could attend a meeting in the afternoon, only to have BA cancel my flight at the last minute because they didn’t fill the plane and putting me on another flight at 8pm than night getting in at 10pm!! What am i meant to do with that! I only have two days in London and my itinerary is tight. So I advise go Eazy Jet or Wiz as they are of the same standard only much cheaper. save your money and don’t fly BA."
Phil,"June 26, 2023",British Airways,4.8,Flew Economy Class,2.0,1,5,5,4,1,4,5,No,Terrible.  Flew first class.  They canceled my initial flight and had to rebook but their computer system was down for a day and a half.  Their website is not easy to navigate.  Difficult to reach a customer service person on the phone while traveling.    The in-flight meal was superb and the cabin crew superb.  They lost my bag on my flight home from London and never sent me an email to advise the status for 6 days.
Janet,"June 19, 2023",British Airways,4.8,Flew Premium Economy Class,2.0,1,1,1,1,1,1,1,No,The most horrible airline ever.  Service and hospitality is very poor.  Flights get canceled all the time.  Our flight got canceled in Rome and they left the Passengers by themselves since British Airline does not exist in Rome. We had a nightmare on the way of home. Never ever book with this Airline since you will regret it.
Shayan,"June 12, 2023",British Airways,4.8,Flew Economy Class,1.0,1,0,1,0,1,1,0,No,"British Airways cancelled our return flight and with less than 48 hours notice, and managed to lose our luggage (eventually found days later) on the return leg we did eventually take. These issues were ridiculous enough, but I believe British Airways still owes us compensation under the Canada Transportation Act, and the customer service experience they’ve provided in pursuing these claims has been another level of insulting."
Pamie,"June 12, 2023",British Airways,4.8,Flew Business Class,1.0,1,2,3,1,3,2,2,No,A national disgrace.
Rina,"May 31, 2023",British Airways,4.8,Flew Economy Class,3.0,1,3,2,2,1,1,3,No,"1.We arrived late to LHR,did not leave on time from DC.  We lost our flight in LHR to LIN at 7:20a and we were told to wait until 2pm and we got 10 pounds to spend. In Italy my family waited from 10 to 3pm and had to travel between airports LIN to MXP (68.1 km).  2.Lost luggage. We did not have luggage for our entire 7 days tours in Italy. I spent my tours vacation time exchanged several emails with the BA and the delivery company because the receiver address had a typo. 3.Finally, our return flight to DC was delayed almost 1 hour waiting seated the airplane just because the Capitan decided it was an emergency to wait for the family that needed to get their taxes refund to get their luggage from the airplane. I filed a complaint after my trip and we got less of what we spend just in our flight (1),  evoucher for our luggages, $70 coupon and 50 euros on personal items for the 8 days-  our luggages were delivered 5 days after arrived."
Mo,"May 31, 2023",British Airways,4.8,Flew Business Class,4.0,1,2,3,1,3,2,1,No,"Poor Business class services, food, drinks, and entertainment content. No free wifi, and crowded noisy below standard, filthy bathrooms. Old airplanes even the A380 is designed in strange with seats looking to the back of the airplane, with uncomfortable seats. The 777 was somehow better. The ground services is horrible, with no gates numbers showing untill the boarding time, so be ready to run to catch your flight."
